id,label
630,cat
631,bird
632,ship
633,deer
634,frog
635,truck
636,truck
637,horse
638,airplane
639,cat
640,cat
641,frog
642,horse
643,deer
644,truck
645,automobile
646,frog
647,bird
648,horse
649,bird
650,bird
651,airplane
652,frog
653,horse
654,dog
655,horse
656,frog
657,ship
658,truck
659,airplane
660,truck
661,deer
662,deer
663,horse
664,airplane
665,truck
666,deer
667,truck
668,frog
669,truck
670,deer
671,dog
672,horse
673,truck
674,bird
675,deer
676,dog
677,automobile
678,deer
679,cat
680,truck
681,frog
682,dog
683,frog
684,truck
685,cat
686,cat
687,dog
688,airplane
689,horse
690,bird
691,automobile
692,cat
693,frog
694,deer
695,airplane
696,airplane
697,bird
698,dog
699,airplane
700,automobile
701,airplane
702,bird
703,cat
704,truck
705,ship
706,deer
707,truck
708,ship
709,airplane
710,bird
711,frog
712,deer
713,deer
714,airplane
715,automobile
716,ship
717,ship
718,cat
719,frog
720,truck
721,frog
722,frog
723,horse
724,ship
725,bird
726,deer
727,dog
728,horse
729,frog
730,dog
731,cat
732,airplane
733,dog
734,airplane
735,dog
736,airplane
737,ship
738,bird
739,frog
740,horse
741,cat
742,ship
743,bird
744,automobile
745,horse
746,frog
747,horse
748,automobile
749,airplane
750,truck
751,dog
752,dog
753,airplane
754,automobile
755,horse
756,frog
757,truck
758,airplane
759,deer
760,horse
761,horse
762,automobile
763,dog
764,truck
765,deer
766,airplane
767,ship
768,dog
769,truck
770,truck
771,frog
772,horse
773,automobile
774,ship
775,cat
776,bird
777,cat
778,ship
779,bird
780,bird
781,deer
782,frog
783,airplane
784,airplane
785,dog
786,cat
787,ship
788,bird
789,cat
790,horse
791,bird
792,truck
793,cat
794,ship
795,horse
796,ship
797,bird
798,horse
799,truck
800,airplane
801,bird
802,cat
803,bird
804,bird
805,bird
806,cat
807,cat
808,frog
809,bird
810,cat
811,bird
812,ship
813,airplane
814,dog
815,dog
816,automobile
817,deer
818,dog
819,frog
820,frog
821,bird
822,horse
823,airplane
824,automobile
825,horse
826,horse
827,ship
828,bird
829,truck
830,bird
831,bird
832,deer
833,bird
834,automobile
835,automobile
836,automobile
837,frog
838,frog
839,frog
840,dog
841,automobile
842,automobile
843,horse
844,airplane
845,deer
846,cat
847,cat
848,horse
849,automobile
850,bird
851,cat
852,dog
853,dog
854,dog
855,frog
856,automobile
857,deer
858,cat
859,horse
860,ship
861,ship
862,cat
863,frog
864,frog
865,bird
866,cat
867,airplane
868,truck
869,deer
870,cat
871,ship
872,airplane
873,airplane
874,automobile
875,automobile
876,dog
877,deer
878,truck
879,cat
880,automobile
881,ship
882,truck
883,cat
884,truck
885,truck
886,bird
887,truck
888,deer
889,ship
890,bird
891,truck
892,ship
893,ship
894,automobile
895,dog
896,cat
897,frog
898,ship
899,horse
900,frog
901,truck
902,ship
903,airplane
904,frog
905,deer
906,airplane
907,airplane
908,bird
909,dog
910,ship
911,bird
912,airplane
913,bird
914,horse
915,frog
916,truck
917,horse
918,automobile
919,dog
920,dog
921,frog
922,frog
923,cat
924,frog
925,bird
926,deer
927,horse
928,airplane
929,dog
930,frog
931,deer
932,frog
933,dog
934,bird
935,deer
936,frog
937,automobile
938,frog
939,airplane
940,deer
941,airplane
942,cat
943,automobile
944,ship
945,dog
946,deer
947,deer
948,automobile
949,horse
950,cat
951,truck
952,deer
953,horse
954,truck
955,horse
956,cat
957,horse
958,bird
959,ship
960,deer
961,frog
962,frog
963,automobile
964,bird
965,truck
966,airplane
967,deer
968,ship
969,horse
970,cat
971,truck
972,ship
973,horse
974,horse
975,airplane
976,bird
977,deer
978,automobile
979,automobile
980,deer
981,automobile
982,dog
983,deer
984,airplane
985,dog
986,frog
987,bird
988,ship
989,dog
990,airplane
991,bird
992,automobile
993,cat
994,dog
995,horse
996,cat
997,dog
998,automobile
999,cat
1000,dog
1001,truck
1002,deer
1003,cat
1004,bird
1005,deer
1006,deer
1007,automobile
1008,deer
1009,bird
1010,bird
1011,cat
1012,ship
1013,airplane
1014,frog
1015,ship
1016,dog
1017,frog
1018,frog
1019,deer
1020,horse
1021,automobile
1022,automobile
1023,deer
1024,frog
1025,bird
1026,cat
1027,truck
1028,frog
1029,truck
1030,automobile
1031,cat
1032,frog
1033,ship
1034,dog
1035,truck
1036,frog
1037,ship
1038,automobile
1039,frog
1040,airplane
1041,bird
1042,cat
1043,horse
1044,truck
1045,airplane
1046,truck
1047,horse
1048,frog
1049,cat
1050,truck
1051,bird
1052,frog
1053,automobile
1054,frog
1055,horse
1056,cat
1057,ship
1058,cat
1059,ship
1060,cat
1061,ship
1062,dog
1063,truck
1064,frog
1065,automobile
1066,bird
1067,dog
1068,bird
1069,automobile
1070,deer
1071,cat
1072,horse
1073,dog
1074,truck
1075,cat
1076,truck
1077,cat
1078,bird
1079,truck
1080,automobile
1081,ship
1082,dog
1083,truck
1084,horse
1085,bird
1086,frog
1087,airplane
1088,ship
1089,dog
1090,horse
1091,automobile
1092,dog
1093,ship
1094,dog
1095,horse
1096,automobile
1097,dog
1098,airplane
1099,cat
1100,truck
1101,cat
1102,frog
1103,truck
1104,automobile
1105,cat
1106,truck
1107,ship
1108,bird
1109,bird
1110,cat
1111,bird
1112,dog
1113,truck
1114,horse
1115,truck
1116,truck
1117,ship
1118,truck
1119,horse
1120,airplane
1121,cat
1122,cat
1123,bird
1124,airplane
1125,cat
1126,horse
1127,frog
1128,cat
1129,cat
1130,bird
1131,airplane
1132,frog
1133,frog
1134,dog
1135,dog
1136,horse
1137,dog
1138,truck
1139,ship
1140,bird
1141,truck
1142,ship
1143,airplane
1144,deer
1145,airplane
1146,automobile
1147,bird
1148,airplane
1149,deer
1150,horse
1151,cat
1152,ship
1153,dog
1154,automobile
1155,frog
1156,frog
1157,dog
1158,dog
1159,deer
1160,frog
1161,cat
1162,frog
1163,ship
1164,bird
1165,cat
1166,horse
1167,airplane
1168,horse
1169,airplane
1170,deer
1171,automobile
1172,truck
1173,dog
1174,horse
1175,ship
1176,frog
1177,frog
1178,ship
1179,airplane
1180,horse
1181,bird
1182,ship
1183,deer
1184,ship
1185,bird
1186,airplane
1187,truck
1188,airplane
1189,airplane
1190,bird
1191,truck
1192,frog
1193,frog
1194,dog
1195,frog
1196,airplane
1197,cat
1198,horse
1199,dog
1200,dog
1201,horse
1202,truck
1203,cat
1204,deer
1205,dog
1206,airplane
1207,dog
1208,bird
1209,cat
1210,bird
1211,frog
1212,airplane
1213,deer
1214,truck
1215,airplane
1216,horse
1217,airplane
1218,truck
1219,horse
1220,bird
1221,frog
1222,deer
1223,frog
1224,truck
1225,dog
1226,deer
1227,horse
1228,airplane
1229,frog
1230,ship
1231,ship
1232,truck
1233,truck
1234,truck
1235,airplane
1236,truck
1237,ship
1238,frog
1239,deer
1240,ship
1241,automobile
1242,truck
1243,automobile
1244,airplane
1245,dog
1246,ship
1247,frog
1248,truck
1249,frog
1250,airplane
1251,ship
1252,automobile
1253,cat
1254,truck
1255,deer
1256,ship
1257,deer
1258,cat
1259,bird
1260,frog
1261,airplane
1262,ship
1263,truck
1264,truck
1265,deer
1266,cat
1267,airplane
1268,bird
1269,deer
1270,deer
1271,airplane
1272,cat
1273,dog
1274,horse
1275,dog
1276,horse
1277,horse
1278,truck
1279,airplane
1280,truck
1281,dog
1282,cat
1283,ship
1284,bird
1285,deer
1286,bird
1287,cat
1288,automobile
1289,bird
1290,ship
1291,truck
1292,bird
1293,ship
1294,automobile
1295,deer
1296,bird
1297,airplane
1298,deer
1299,dog
1300,deer
1301,ship
1302,automobile
1303,horse
1304,deer
1305,automobile
1306,automobile
1307,airplane
1308,bird
1309,horse
1310,horse
1311,deer
1312,deer
1313,deer
1314,deer
1315,ship
1316,deer
1317,cat
1318,frog
1319,frog
1320,airplane
1321,automobile
1322,cat
1323,truck
1324,ship
1325,deer
1326,ship
1327,truck
1328,frog
1329,bird
1330,airplane
1331,dog
1332,dog
1333,truck
1334,deer
1335,bird
1336,airplane
1337,ship
1338,ship
1339,airplane
1340,deer
1341,airplane
1342,horse
1343,frog
1344,truck
1345,dog
1346,cat
1347,dog
1348,deer
1349,deer
1350,deer
1351,deer
1352,cat
1353,horse
1354,truck
1355,bird
1356,dog
1357,automobile
1358,ship
1359,cat
1360,bird
1361,frog
1362,truck
1363,frog
1364,cat
1365,automobile
1366,horse
1367,deer
1368,frog
1369,cat
1370,horse
1371,ship
1372,frog
1373,bird
1374,deer
1375,frog
1376,ship
1377,airplane
1378,automobile
1379,truck
1380,truck
1381,automobile
1382,airplane
1383,airplane
1384,ship
1385,truck
1386,deer
1387,horse
1388,deer
1389,deer
1390,automobile
1391,truck
1392,ship
1393,ship
1394,frog
1395,automobile
1396,horse
1397,deer
1398,ship
1399,ship
1400,ship
1401,airplane
1402,dog
1403,frog
1404,frog
1405,ship
1406,cat
1407,deer
1408,deer
1409,automobile
1410,bird
1411,automobile
1412,dog
1413,horse
1414,automobile
1415,horse
1416,bird
1417,ship
1418,dog
1419,truck
1420,dog
1421,frog
1422,automobile
1423,truck
1424,dog
1425,airplane
1426,deer
1427,cat
1428,cat
1429,airplane
1430,ship
1431,bird
1432,ship
1433,airplane
1434,truck
1435,airplane
1436,deer
1437,frog
1438,truck
1439,bird
1440,ship
1441,bird
1442,horse
1443,horse
1444,bird
1445,bird
1446,horse
1447,automobile
1448,frog
1449,automobile
1450,cat
1451,deer
1452,deer
1453,ship
1454,frog
1455,airplane
1456,automobile
1457,truck
1458,deer
1459,bird
1460,horse
1461,dog
1462,cat
1463,truck
1464,airplane
1465,automobile
1466,truck
1467,airplane
1468,truck
1469,ship
1470,horse
1471,airplane
1472,deer
1473,truck
1474,airplane
1475,dog
1476,bird
1477,automobile
1478,airplane
1479,bird
1480,ship
1481,ship
1482,airplane
1483,dog
1484,horse
1485,frog
1486,frog
1487,dog
1488,cat
1489,horse
1490,horse
1491,horse
1492,deer
1493,bird
1494,airplane
1495,automobile
1496,horse
1497,cat
1498,bird
1499,horse
1500,cat
1501,bird
1502,bird
1503,automobile
1504,dog
1505,truck
1506,truck
1507,ship
1508,airplane
1509,ship
1510,deer
1511,cat
1512,cat
1513,ship
1514,dog
1515,airplane
1516,ship
1517,deer
1518,dog
1519,horse
1520,dog
1521,automobile
1522,dog
1523,airplane
1524,bird
1525,airplane
1526,dog
1527,deer
1528,bird
1529,cat
1530,frog
1531,bird
1532,frog
1533,bird
1534,bird
1535,cat
1536,deer
1537,frog
1538,frog
1539,dog
1540,cat
1541,airplane
1542,automobile
1543,bird
1544,horse
1545,horse
1546,dog
1547,cat
1548,automobile
1549,automobile
1550,horse
1551,frog
1552,automobile
1553,frog
1554,cat
1555,cat
1556,cat
1557,cat
1558,deer
1559,ship
1560,automobile
1561,airplane
1562,horse
1563,horse
1564,frog
1565,ship
1566,automobile
1567,bird
1568,dog
1569,cat
1570,deer
1571,automobile
1572,automobile
1573,truck
1574,cat
1575,automobile
1576,deer
1577,bird
1578,horse
1579,automobile
1580,frog
1581,dog
1582,horse
1583,horse
1584,horse
1585,frog
1586,frog
1587,automobile
1588,truck
1589,dog
1590,airplane
1591,truck
1592,dog
1593,horse
1594,airplane
1595,airplane
1596,deer
1597,frog
1598,ship
1599,airplane
1600,automobile
1601,dog
1602,airplane
1603,truck
1604,cat
1605,automobile
1606,automobile
1607,bird
1608,airplane
1609,cat
1610,bird
1611,truck
1612,automobile
1613,truck
1614,frog
1615,bird
1616,deer
1617,ship
1618,ship
1619,dog
1620,truck
1621,bird
1622,automobile
1623,truck
1624,deer
1625,deer
1626,cat
1627,airplane
1628,frog
1629,frog
1630,airplane
1631,deer
1632,automobile
1633,airplane
1634,truck
1635,dog
1636,frog
1637,dog
1638,frog
1639,truck
1640,deer
1641,deer
1642,bird
1643,frog
1644,ship
1645,deer
1646,horse
1647,frog
1648,dog
1649,truck
1650,ship
1651,horse
1652,automobile
1653,truck
1654,dog
1655,deer
1656,cat
1657,dog
1658,deer
1659,cat
1660,deer
1661,automobile
1662,dog
1663,dog
1664,deer
1665,airplane
1666,ship
1667,deer
1668,deer
1669,airplane
1670,truck
1671,bird
1672,ship
1673,truck
1674,ship
1675,airplane
1676,bird
1677,bird
1678,bird
1679,frog
1680,horse
1681,ship
1682,automobile
1683,truck
1684,ship
1685,airplane
1686,cat
1687,ship
1688,frog
1689,ship
1690,automobile
1691,frog
1692,dog
1693,deer
1694,bird
1695,automobile
1696,deer
1697,cat
1698,truck
1699,horse
1700,ship
1701,cat
1702,airplane
1703,ship
1704,cat
1705,deer
1706,bird
1707,truck
1708,automobile
1709,airplane
1710,airplane
1711,cat
1712,airplane
1713,deer
1714,dog
1715,truck
1716,airplane
1717,horse
1718,dog
1719,truck
1720,dog
1721,ship
1722,ship
1723,frog
1724,cat
1725,automobile
1726,truck
1727,dog
1728,bird
1729,deer
1730,horse
1731,frog
1732,automobile
1733,ship
1734,frog
1735,truck
1736,cat
1737,automobile
1738,cat
1739,horse
1740,deer
1741,airplane
1742,frog
1743,horse
1744,frog
1745,truck
1746,bird
1747,deer
1748,automobile
1749,truck
1750,ship
1751,dog
1752,ship
1753,bird
1754,bird
1755,dog
1756,airplane
1757,bird
1758,airplane
1759,horse
1760,airplane
1761,frog
1762,frog
1763,deer
1764,ship
1765,horse
1766,truck
1767,frog
1768,truck
1769,bird
1770,cat
1771,ship
1772,ship
1773,cat
1774,truck
1775,truck
1776,ship
1777,horse
1778,bird
1779,cat
1780,dog
1781,dog
1782,automobile
1783,ship
1784,horse
1785,deer
1786,cat
1787,dog
1788,bird
1789,bird
1790,bird
1791,automobile
1792,deer
1793,bird
1794,bird
1795,ship
1796,deer
1797,truck
1798,ship
1799,bird
1800,automobile
1801,bird
1802,dog
1803,frog
1804,cat
1805,deer
1806,dog
1807,horse
1808,frog
1809,horse
1810,frog
1811,dog
1812,airplane
1813,bird
1814,deer
1815,deer
1816,cat
1817,airplane
1818,deer
1819,bird
1820,frog
1821,automobile
1822,ship
1823,ship
1824,cat
1825,airplane
1826,horse
1827,deer
1828,truck
1829,horse
1830,truck
1831,bird
1832,airplane
1833,deer
1834,horse
1835,cat
1836,horse
1837,frog
1838,frog
1839,bird
1840,cat
1841,horse
1842,cat
1843,frog
1844,ship
1845,bird
1846,cat
1847,cat
1848,dog
1849,dog
1850,dog
1851,bird
1852,deer
1853,bird
1854,ship
1855,horse
1856,deer
1857,cat
1858,horse
1859,horse
1860,ship
1861,dog
1862,bird
1863,ship
1864,deer
1865,cat
1866,dog
1867,deer
1868,bird
1869,truck
1870,automobile
1871,deer
1872,airplane
1873,airplane
1874,dog
1875,frog
1876,dog
1877,frog
1878,ship
1879,airplane
1880,cat
1881,deer
1882,deer
1883,deer
1884,bird
1885,bird
1886,airplane
1887,dog
1888,airplane
1889,cat
1890,deer
1891,horse
1892,horse
1893,cat
1894,truck
1895,horse
1896,cat
1897,horse
1898,cat
1899,horse
1900,horse
1901,horse
1902,automobile
1903,horse
1904,deer
1905,deer
1906,horse
1907,truck
1908,automobile
1909,horse
1910,horse
1911,deer
1912,dog
1913,truck
1914,airplane
1915,ship
1916,horse
1917,cat
1918,frog
1919,bird
1920,cat
1921,ship
1922,bird
1923,dog
1924,deer
1925,ship
1926,deer
1927,airplane
1928,horse
1929,dog
1930,bird
1931,horse
1932,horse
1933,bird
1934,frog
1935,deer
1936,airplane
1937,bird
1938,deer
1939,cat
1940,ship
1941,truck
1942,deer
1943,dog
1944,dog
1945,frog
1946,horse
1947,automobile
1948,truck
1949,frog
1950,dog
1951,airplane
1952,cat
1953,deer
1954,deer
1955,airplane
1956,frog
1957,frog
1958,ship
1959,cat
1960,frog
1961,airplane
1962,cat
1963,cat
1964,cat
1965,ship
1966,cat
1967,cat
1968,ship
1969,deer
1970,cat
1971,ship
1972,bird
1973,truck
1974,automobile
1975,deer
1976,truck
1977,dog
1978,airplane
1979,frog
1980,dog
1981,airplane
1982,bird
1983,frog
1984,dog
1985,deer
1986,automobile
1987,dog
1988,truck
1989,airplane
1990,frog
1991,bird
1992,dog
1993,deer
1994,dog
1995,ship
1996,bird
1997,ship
1998,horse
1999,dog
2000,airplane
2001,horse
2002,truck
2003,truck
2004,ship
2005,bird
2006,automobile
2007,airplane
2008,bird
2009,horse
2010,dog
2011,airplane
2012,cat
2013,ship
2014,dog
2015,airplane
2016,horse
2017,truck
2018,dog
2019,ship
2020,frog
2021,truck
2022,airplane
2023,horse
2024,automobile
2025,truck
2026,cat
2027,dog
2028,airplane
2029,dog
2030,automobile
2031,horse
2032,ship
2033,truck
2034,bird
2035,airplane
2036,airplane
2037,ship
2038,automobile
2039,automobile
2040,automobile
2041,frog
2042,bird
2043,cat
2044,frog
2045,bird
2046,horse
2047,automobile
2048,truck
2049,cat
2050,horse
2051,frog
2052,cat
2053,automobile
2054,airplane
2055,dog
2056,truck
2057,deer
2058,cat
2059,truck
2060,dog
2061,airplane
2062,truck
2063,bird
2064,horse
2065,dog
2066,ship
2067,airplane
2068,automobile
2069,cat
2070,deer
2071,ship
2072,dog
2073,automobile
2074,dog
2075,horse
2076,horse
2077,bird
2078,ship
2079,deer
2080,bird
2081,bird
2082,dog
2083,cat
2084,cat
2085,automobile
2086,deer
2087,truck
2088,bird
2089,deer
2090,dog
2091,bird
2092,bird
2093,cat
2094,bird
2095,automobile
2096,dog
2097,ship
2098,truck
2099,bird
2100,frog
2101,frog
2102,automobile
2103,horse
2104,horse
2105,dog
2106,deer
2107,deer
2108,airplane
2109,dog
2110,ship
2111,ship
2112,frog
2113,frog
2114,horse
2115,bird
2116,frog
2117,deer
2118,dog
2119,automobile
2120,horse
2121,dog
2122,bird
2123,deer
2124,deer
2125,frog
2126,dog
2127,bird
2128,cat
2129,ship
2130,truck
2131,cat
2132,deer
2133,cat
2134,bird
2135,frog
2136,horse
2137,bird
2138,cat
2139,bird
2140,horse
2141,horse
2142,cat
2143,airplane
2144,automobile
2145,deer
2146,airplane
2147,frog
2148,dog
2149,dog
2150,automobile
2151,frog
2152,horse
2153,frog
2154,automobile
2155,cat
2156,deer
2157,airplane
2158,truck
2159,truck
2160,frog
2161,ship
2162,ship
2163,cat
2164,bird
2165,cat
2166,cat
2167,ship
2168,dog
2169,cat
2170,airplane
2171,truck
2172,airplane
2173,ship
2174,automobile
2175,cat
2176,deer
2177,ship
2178,bird
2179,deer
2180,frog
2181,automobile
2182,cat
2183,dog
2184,dog
2185,automobile
2186,automobile
2187,automobile
2188,truck
2189,dog
2190,airplane
2191,deer
2192,bird
2193,truck
2194,bird
2195,dog
2196,horse
2197,deer
2198,cat
2199,cat
2200,truck
2201,automobile
2202,horse
2203,bird
2204,frog
2205,automobile
2206,bird
2207,truck
2208,horse
2209,truck
2210,airplane
2211,deer
2212,horse
2213,ship
2214,deer
2215,truck
2216,truck
2217,deer
2218,bird
2219,truck
2220,truck
2221,ship
2222,ship
2223,frog
2224,cat
2225,bird
2226,deer
2227,frog
2228,automobile
2229,horse
2230,ship
2231,bird
2232,dog
2233,ship
2234,airplane
2235,deer
2236,deer
2237,dog
2238,bird
2239,deer
2240,frog
2241,dog
2242,frog
2243,dog
2244,horse
2245,horse
2246,deer
2247,dog
2248,bird
2249,airplane
2250,automobile
2251,automobile
2252,truck
2253,frog
2254,deer
2255,cat
2256,ship
2257,horse
2258,deer
2259,airplane
2260,automobile
2261,dog
2262,dog
2263,airplane
2264,horse
2265,airplane
2266,ship
2267,dog
2268,frog
2269,automobile
2270,bird
2271,cat
2272,dog
2273,ship
2274,truck
2275,frog
2276,horse
2277,frog
2278,airplane
2279,horse
2280,cat
2281,automobile
2282,truck
2283,deer
2284,automobile
2285,ship
2286,ship
2287,automobile
2288,airplane
2289,frog
2290,automobile
2291,horse
2292,bird
2293,dog
2294,deer
2295,dog
2296,frog
2297,frog
2298,deer
2299,ship
2300,frog
2301,deer
2302,horse
2303,truck
2304,truck
2305,deer
2306,dog
2307,automobile
2308,cat
2309,truck
2310,ship
2311,frog
2312,horse
2313,cat
2314,truck
2315,dog
2316,bird
2317,dog
2318,bird
2319,automobile
2320,horse
2321,automobile
2322,horse
2323,airplane
2324,ship
2325,cat
2326,ship
2327,cat
2328,deer
2329,automobile
2330,deer
2331,airplane
2332,horse
2333,truck
2334,ship
2335,dog
2336,dog
2337,frog
2338,cat
2339,truck
2340,automobile
2341,bird
2342,airplane
2343,airplane
2344,bird
2345,ship
2346,airplane
2347,bird
2348,truck
2349,cat
2350,bird
2351,airplane
2352,truck
2353,truck
2354,cat
2355,bird
2356,airplane
2357,frog
2358,truck
2359,horse
2360,cat
2361,horse
2362,dog
2363,automobile
2364,deer
2365,frog
2366,airplane
2367,horse
2368,dog
2369,ship
2370,frog
2371,horse
2372,dog
2373,bird
2374,dog
2375,dog
2376,cat
2377,cat
2378,bird
2379,bird
2380,truck
2381,truck
2382,ship
2383,ship
2384,cat
2385,dog
2386,deer
2387,cat
2388,bird
2389,ship
2390,automobile
2391,automobile
2392,airplane
2393,horse
2394,bird
2395,automobile
2396,ship
2397,horse
2398,horse
2399,dog
2400,horse
2401,frog
2402,airplane
2403,deer
2404,airplane
2405,cat
2406,horse
2407,cat
2408,frog
2409,bird
2410,frog
2411,dog
2412,frog
2413,cat
2414,airplane
2415,cat
2416,deer
2417,dog
2418,ship
2419,deer
