10000	0	0.3048	31.7	0.00331266	108.265
800	1.5	0.3048	71.3	0.00336729	127.122
1000	1.5	0.3048	71.3	0.00336729	125.992
1250	1.5	0.3048	71.3	0.00336729	125.872
1600	1.5	0.3048	71.3	0.00336729	126.632
2000	1.5	0.3048	71.3	0.00336729	126.642
2500	1.5	0.3048	71.3	0.00336729	124.512
3150	1.5	0.3048	71.3	0.00336729	123.392
4000	1.5	0.3048	71.3	0.00336729	121.762
5000	1.5	0.3048	71.3	0.00336729	119.632
6300	1.5	0.3048	71.3	0.00336729	118.122
8000	1.5	0.3048	71.3	0.00336729	115.372
10000	1.5	0.3048	71.3	0.00336729	113.492
12500	1.5	0.3048	71.3	0.00336729	109.222
16000	1.5	0.3048	71.3	0.00336729	106.582
315	1.5	0.3048	39.6	0.00392107	121.851
400	1.5	0.3048	39.6	0.00392107	124.001
500	1.5	0.3048	39.6	0.00392107	126.661
630	1.5	0.3048	39.6	0.00392107	128.311
800	1.5	0.3048	39.6	0.00392107	128.831
1000	1.5	0.3048	39.6	0.00392107	127.581
1250	1.5	0.3048	39.6	0.00392107	125.211
1600	1.5	0.3048	39.6	0.00392107	122.211
2000	1.5	0.3048	39.6	0.00392107	122.101
2500	1.5	0.3048	39.6	0.00392107	120.981
3150	1.5	0.3048	39.6	0.00392107	119.111
4000	1.5	0.3048	39.6	0.00392107	117.741
5000	1.5	0.3048	39.6	0.00392107	116.241
6300	1.5	0.3048	39.6	0.00392107	114.751
8000	1.5	0.3048	39.6	0.00392107	112.251
10000	1.5	0.3048	39.6	0.00392107	108.991
12500	1.5	0.3048	39.6	0.00392107	106.111
400	3	0.3048	71.3	0.00425727	127.564
500	3	0.3048	71.3	0.00425727	128.454
630	3	0.3048	71.3	0.00425727	129.354
800	3	0.3048	71.3	0.00425727	129.494
1000	3	0.3048	71.3	0.00425727	129.004
1250	3	0.3048	71.3	0.00425727	127.634
1600	3	0.3048	71.3	0.00425727	126.514
2000	3	0.3048	71.3	0.00425727	125.524
2500	3	0.3048	71.3	0.00425727	124.024
3150	3	0.3048	71.3	0.00425727	121.514
4000	3	0.3048	71.3	0.00425727	120.264
5000	3	0.3048	71.3	0.00425727	118.134
6300	3	0.3048	71.3	0.00425727	116.134
8000	3	0.3048	71.3	0.00425727	114.634
10000	3	0.3048	71.3	0.00425727	110.224
400	3	0.3048	55.5	0.00452492	126.159
500	3	0.3048	55.5	0.00452492	128.179
630	3	0.3048	55.5	0.00452492	129.569
800	3	0.3048	55.5	0.00452492	129.949
1000	3	0.3048	55.5	0.00452492	129.329
1250	3	0.3048	55.5	0.00452492	127.329
1600	3	0.3048	55.5	0.00452492	124.439
2000	3	0.3048	55.5	0.00452492	123.069
2500	3	0.3048	55.5	0.00452492	122.439
3150	3	0.3048	55.5	0.00452492	120.189
4000	3	0.3048	55.5	0.00452492	118.689
5000	3	0.3048	55.5	0.00452492	117.309
6300	3	0.3048	55.5	0.00452492	115.679
8000	3	0.3048	55.5	0.00452492	113.799
10000	3	0.3048	55.5	0.00452492	112.169
315	3	0.3048	39.6	0.00495741	123.312
400	3	0.3048	39.6	0.00495741	125.472
500	3	0.3048	39.6	0.00495741	127.632
630	3	0.3048	39.6	0.00495741	129.292
800	3	0.3048	39.6	0.00495741	129.552
1000	3	0.3048	39.6	0.00495741	128.312
1250	3	0.3048	39.6	0.00495741	125.802
1600	3	0.3048	39.6	0.00495741	122.782
2000	3	0.3048	39.6	0.00495741	120.532
2500	3	0.3048	39.6	0.00495741	120.162
3150	3	0.3048	39.6	0.00495741	118.922
4000	3	0.3048	39.6	0.00495741	116.792
5000	3	0.3048	39.6	0.00495741	115.792
6300	3	0.3048	39.6	0.00495741	114.042
8000	3	0.3048	39.6	0.00495741	110.652
315	3	0.3048	31.7	0.00529514	123.118
400	3	0.3048	31.7	0.00529514	125.398
500	3	0.3048	31.7	0.00529514	127.548
630	3	0.3048	31.7	0.00529514	128.698
800	3	0.3048	31.7	0.00529514	128.708
1000	3	0.3048	31.7	0.00529514	126.838
1250	3	0.3048	31.7	0.00529514	124.838
1600	3	0.3048	31.7	0.00529514	122.088
2000	3	0.3048	31.7	0.00529514	120.088
2500	3	0.3048	31.7	0.00529514	119.598
3150	3	0.3048	31.7	0.00529514	118.108
4000	3	0.3048	31.7	0.00529514	115.608
5000	3	0.3048	31.7	0.00529514	113.858
6300	3	0.3048	31.7	0.00529514	109.718
250	4	0.3048	71.3	0.00497773	126.395
315	4	0.3048	71.3	0.00497773	128.175
400	4	0.3048	71.3	0.00497773	129.575
500	4	0.3048	71.3	0.00497773	130.715
630	4	0.3048	71.3	0.00497773	131.615
800	4	0.3048	71.3	0.00497773	131.755
1000	4	0.3048	71.3	0.00497773	131.015
1250	4	0.3048	71.3	0.00497773	129.395
1600	4	0.3048	71.3	0.00497773	126.645
2000	4	0.3048	71.3	0.00497773	124.395
2500	4	0.3048	71.3	0.00497773	123.775
3150	4	0.3048	71.3	0.00497773	121.775
4000	4	0.3048	71.3	0.00497773	119.535
5000	4	0.3048	71.3	0.00497773	117.785
6300	4	0.3048	71.3	0.00497773	116.165
8000	4	0.3048	71.3	0.00497773	113.665
10000	4	0.3048	71.3	0.00497773	110.905
12500	4	0.3048	71.3	0.00497773	107.405
250	4	0.3048	39.6	0.00579636	123.543
315	4	0.3048	39.6	0.00579636	126.843
400	4	0.3048	39.6	0.00579636	128.633
500	4	0.3048	39.6	0.00579636	130.173
630	4	0.3048	39.6	0.00579636	131.073
800	4	0.3048	39.6	0.00579636	130.723
1000	4	0.3048	39.6	0.00579636	128.723
1250	4	0.3048	39.6	0.00579636	126.343
1600	4	0.3048	39.6	0.00579636	123.213
2000	4	0.3048	39.6	0.00579636	120.963
2500	4	0.3048	39.6	0.00579636	120.233
3150	4	0.3048	39.6	0.00579636	118.743
4000	4	0.3048	39.6	0.00579636	115.863
5000	4	0.3048	39.6	0.00579636	113.733
1250	0	0.2286	71.3	0.00214345	128.144
1600	0	0.2286	71.3	0.00214345	129.134
2000	0	0.2286	71.3	0.00214345	128.244
2500	0	0.2286	71.3	0.00214345	128.354
3150	0	0.2286	71.3	0.00214345	127.834
4000	0	0.2286	71.3	0.00214345	125.824
5000	0	0.2286	71.3	0.00214345	124.304
6300	0	0.2286	71.3	0.00214345	122.044
8000	0	0.2286	71.3	0.00214345	118.024
10000	0	0.2286	71.3	0.00214345	118.134
12500	0	0.2286	71.3	0.00214345	117.624
16000	0	0.2286	71.3	0.00214345	114.984
20000	0	0.2286	71.3	0.00214345	114.474
315	0	0.2286	55.5	0.00229336	119.540
400	0	0.2286	55.5	0.00229336	121.660
500	0	0.2286	55.5	0.00229336	123.780
630	0	0.2286	55.5	0.00229336	126.160
800	0	0.2286	55.5	0.00229336	127.530
1000	0	0.2286	55.5	0.00229336	128.290
1250	0	0.2286	55.5	0.00229336	127.910
1600	0	0.2286	55.5	0.00229336	126.790
2000	0	0.2286	55.5	0.00229336	126.540
2500	0	0.2286	55.5	0.00229336	126.540
3150	0	0.2286	55.5	0.00229336	125.160
4000	0	0.2286	55.5	0.00229336	123.410
5000	0	0.2286	55.5	0.00229336	122.410
6300	0	0.2286	55.5	0.00229336	118.410
315	0	0.2286	39.6	0.00253511	121.055
400	0	0.2286	39.6	0.00253511	123.565
500	0	0.2286	39.6	0.00253511	126.195
630	0	0.2286	39.6	0.00253511	128.705
800	0	0.2286	39.6	0.00253511	130.205
1000	0	0.2286	39.6	0.00253511	130.435
1250	0	0.2286	39.6	0.00253511	129.395
1600	0	0.2286	39.6	0.00253511	127.095
2000	0	0.2286	39.6	0.00253511	125.305
2500	0	0.2286	39.6	0.00253511	125.025
3150	0	0.2286	39.6	0.00253511	124.625
4000	0	0.2286	39.6	0.00253511	123.465
5000	0	0.2286	39.6	0.00253511	122.175
6300	0	0.2286	39.6	0.00253511	117.465
315	0	0.2286	31.7	0.0027238	120.595
400	0	0.2286	31.7	0.0027238	123.635
500	0	0.2286	31.7	0.0027238	126.675
630	0	0.2286	31.7	0.0027238	129.465
800	0	0.2286	31.7	0.0027238	130.725
1000	0	0.2286	31.7	0.0027238	130.595
1250	0	0.2286	31.7	0.0027238	128.805
1600	0	0.2286	31.7	0.0027238	125.625
2000	0	0.2286	31.7	0.0027238	123.455
2500	0	0.2286	31.7	0.0027238	123.445
3150	0	0.2286	31.7	0.0027238	123.445
4000	0	0.2286	31.7	0.0027238	122.035
5000	0	0.2286	31.7	0.0027238	120.505
6300	0	0.2286	31.7	0.0027238	116.815
400	2	0.2286	71.3	0.00293031	125.116
500	2	0.2286	71.3	0.00293031	126.486
630	2	0.2286	71.3	0.00293031	127.356
800	2	0.2286	71.3	0.00293031	128.216
1000	2	0.2286	71.3	0.00293031	128.956
1250	2	0.2286	71.3	0.00293031	128.816
1600	2	0.2286	71.3	0.00293031	127.796
2000	2	0.2286	71.3	0.00293031	126.896
2500	2	0.2286	71.3	0.00293031	127.006
3150	2	0.2286	71.3	0.00293031	126.116
4000	2	0.2286	71.3	0.00293031	124.086
5000	2	0.2286	71.3	0.00293031	122.816
6300	2	0.2286	71.3	0.00293031	120.786
8000	2	0.2286	71.3	0.00293031	115.996
10000	2	0.2286	71.3	0.00293031	113.086
400	2	0.2286	55.5	0.00313525	122.292
500	2	0.2286	55.5	0.00313525	124.692
630	2	0.2286	55.5	0.00313525	126.842
800	2	0.2286	55.5	0.00313525	128.492
1000	2	0.2286	55.5	0.00313525	129.002
1250	2	0.2286	55.5	0.00313525	128.762
1600	2	0.2286	55.5	0.00313525	126.752
2000	2	0.2286	55.5	0.00313525	124.612
2500	2	0.2286	55.5	0.00313525	123.862
3150	2	0.2286	55.5	0.00313525	123.742
4000	2	0.2286	55.5	0.00313525	122.232
5000	2	0.2286	55.5	0.00313525	120.472
6300	2	0.2286	55.5	0.00313525	118.712
315	2	0.2286	39.6	0.00346574	120.137
400	2	0.2286	39.6	0.00346574	122.147
500	2	0.2286	39.6	0.00346574	125.157
630	2	0.2286	39.6	0.00346574	127.417
800	2	0.2286	39.6	0.00346574	129.037
1000	2	0.2286	39.6	0.00346574	129.147
1250	2	0.2286	39.6	0.00346574	128.257
1600	2	0.2286	39.6	0.00346574	125.837
2000	2	0.2286	39.6	0.00346574	122.797
2500	2	0.2286	39.6	0.00346574	121.397
3150	2	0.2286	39.6	0.00346574	121.627
4000	2	0.2286	39.6	0.00346574	120.227
5000	2	0.2286	39.6	0.00346574	118.827
6300	2	0.2286	39.6	0.00346574	116.417
315	2	0.2286	31.7	0.00372371	120.147
400	2	0.2286	31.7	0.00372371	123.417
500	2	0.2286	31.7	0.00372371	126.677
630	2	0.2286	31.7	0.00372371	129.057
800	2	0.2286	31.7	0.00372371	130.307
1000	2	0.2286	31.7	0.00372371	130.307
1250	2	0.2286	31.7	0.00372371	128.677
1600	2	0.2286	31.7	0.00372371	125.797
2000	2	0.2286	31.7	0.00372371	123.037
2500	2	0.2286	31.7	0.00372371	121.407
3150	2	0.2286	31.7	0.00372371	121.527
4000	2	0.2286	31.7	0.00372371	120.527
5000	2	0.2286	31.7	0.00372371	118.267
6300	2	0.2286	31.7	0.00372371	115.137
500	4	0.2286	71.3	0.00400603	126.758
630	4	0.2286	71.3	0.00400603	129.038
800	4	0.2286	71.3	0.00400603	130.688
1000	4	0.2286	71.3	0.00400603	131.708
1250	4	0.2286	71.3	0.00400603	131.718
1600	4	0.2286	71.3	0.00400603	129.468
2000	4	0.2286	71.3	0.00400603	126.218
2500	4	0.2286	71.3	0.00400603	124.338
3150	4	0.2286	71.3	0.00400603	124.108
4000	4	0.2286	71.3	0.00400603	121.728
5000	4	0.2286	71.3	0.00400603	121.118
6300	4	0.2286	71.3	0.00400603	118.618
8000	4	0.2286	71.3	0.00400603	112.848
10000	4	0.2286	71.3	0.00400603	113.108
12500	4	0.2286	71.3	0.00400603	114.258
16000	4	0.2286	71.3	0.00400603	112.768
20000	4	0.2286	71.3	0.00400603	109.638
400	4	0.2286	55.5	0.0042862	123.274
500	4	0.2286	55.5	0.0042862	127.314
630	4	0.2286	55.5	0.0042862	129.964
800	4	0.2286	55.5	0.0042862	131.864
1000	4	0.2286	55.5	0.0042862	132.134
1250	4	0.2286	55.5	0.0042862	131.264
1600	4	0.2286	55.5	0.0042862	128.264
2000	4	0.2286	55.5	0.0042862	124.254
2500	4	0.2286	55.5	0.0042862	122.384
3150	4	0.2286	55.5	0.0042862	122.394
4000	4	0.2286	55.5	0.0042862	120.654
5000	4	0.2286	55.5	0.0042862	120.034
6300	4	0.2286	55.5	0.0042862	117.154
8000	4	0.2286	55.5	0.0042862	112.524
315	4	0.2286	39.6	0.00473801	122.229
400	4	0.2286	39.6	0.00473801	123.879
500	4	0.2286	39.6	0.00473801	127.039
630	4	0.2286	39.6	0.00473801	129.579
800	4	0.2286	39.6	0.00473801	130.469
1000	4	0.2286	39.6	0.00473801	129.969
1250	4	0.2286	39.6	0.00473801	128.339
1600	4	0.2286	39.6	0.00473801	125.319
2000	4	0.2286	39.6	0.00473801	121.659
2500	4	0.2286	39.6	0.00473801	119.649
3150	4	0.2286	39.6	0.00473801	120.419
4000	4	0.2286	39.6	0.00473801	119.159
5000	4	0.2286	39.6	0.00473801	117.649
6300	4	0.2286	39.6	0.00473801	114.249
8000	4	0.2286	39.6	0.00473801	113.129
250	4	0.2286	31.7	0.00509068	120.189
315	4	0.2286	31.7	0.00509068	123.609
400	4	0.2286	31.7	0.00509068	126.149
500	4	0.2286	31.7	0.00509068	128.939
630	4	0.2286	31.7	0.00509068	130.349
800	4	0.2286	31.7	0.00509068	130.869
1000	4	0.2286	31.7	0.00509068	129.869
1250	4	0.2286	31.7	0.00509068	128.119
1600	4	0.2286	31.7	0.00509068	125.229
2000	4	0.2286	31.7	0.00509068	122.089
2500	4	0.2286	31.7	0.00509068	120.209
3150	4	0.2286	31.7	0.00509068	120.229
4000	4	0.2286	31.7	0.00509068	118.859
5000	4	0.2286	31.7	0.00509068	115.969
6300	4	0.2286	31.7	0.00509068	112.699
400	5.3	0.2286	71.3	0.0051942	127.700
500	5.3	0.2286	71.3	0.0051942	129.880
630	5.3	0.2286	71.3	0.0051942	131.800
800	5.3	0.2286	71.3	0.0051942	133.480
1000	5.3	0.2286	71.3	0.0051942	134.000
1250	5.3	0.2286	71.3	0.0051942	133.380
1600	5.3	0.2286	71.3	0.0051942	130.460
2000	5.3	0.2286	71.3	0.0051942	125.890
2500	5.3	0.2286	71.3	0.0051942	123.740
3150	5.3	0.2286	71.3	0.0051942	123.120
4000	5.3	0.2286	71.3	0.0051942	120.330
5000	5.3	0.2286	71.3	0.0051942	118.050
6300	5.3	0.2286	71.3	0.0051942	116.920
8000	5.3	0.2286	71.3	0.0051942	114.900
10000	5.3	0.2286	71.3	0.0051942	111.350
250	5.3	0.2286	39.6	0.00614329	127.011
315	5.3	0.2286	39.6	0.00614329	129.691
400	5.3	0.2286	39.6	0.00614329	131.221
500	5.3	0.2286	39.6	0.00614329	132.251
630	5.3	0.2286	39.6	0.00614329	132.011
800	5.3	0.2286	39.6	0.00614329	129.491
1000	5.3	0.2286	39.6	0.00614329	125.581
1250	5.3	0.2286	39.6	0.00614329	125.721
1600	5.3	0.2286	39.6	0.00614329	123.081
2000	5.3	0.2286	39.6	0.00614329	117.911
2500	5.3	0.2286	39.6	0.00614329	116.151
3150	5.3	0.2286	39.6	0.00614329	118.441
4000	5.3	0.2286	39.6	0.00614329	115.801
5000	5.3	0.2286	39.6	0.00614329	115.311
6300	5.3	0.2286	39.6	0.00614329	112.541
200	7.3	0.2286	71.3	0.0104404	138.758
250	7.3	0.2286	71.3	0.0104404	139.918
315	7.3	0.2286	71.3	0.0104404	139.808
400	7.3	0.2286	71.3	0.0104404	139.438
500	7.3	0.2286	71.3	0.0104404	136.798
630	7.3	0.2286	71.3	0.0104404	133.768
800	7.3	0.2286	71.3	0.0104404	130.748
1000	7.3	0.2286	71.3	0.0104404	126.838
1250	7.3	0.2286	71.3	0.0104404	127.358
1600	7.3	0.2286	71.3	0.0104404	125.728
2000	7.3	0.2286	71.3	0.0104404	122.708
2500	7.3	0.2286	71.3	0.0104404	122.088
3150	7.3	0.2286	71.3	0.0104404	120.458
4000	7.3	0.2286	71.3	0.0104404	119.208
5000	7.3	0.2286	71.3	0.0104404	115.298
6300	7.3	0.2286	71.3	0.0104404	115.818
200	7.3	0.2286	55.5	0.0111706	135.234
250	7.3	0.2286	55.5	0.0111706	136.384
315	7.3	0.2286	55.5	0.0111706	136.284
400	7.3	0.2286	55.5	0.0111706	135.924
500	7.3	0.2286	55.5	0.0111706	133.174
630	7.3	0.2286	55.5	0.0111706	130.934
800	7.3	0.2286	55.5	0.0111706	128.444
1000	7.3	0.2286	55.5	0.0111706	125.194
1250	7.3	0.2286	55.5	0.0111706	125.724
1600	7.3	0.2286	55.5	0.0111706	123.354
2000	7.3	0.2286	55.5	0.0111706	120.354
2500	7.3	0.2286	55.5	0.0111706	118.994
3150	7.3	0.2286	55.5	0.0111706	117.134
4000	7.3	0.2286	55.5	0.0111706	117.284
5000	7.3	0.2286	55.5	0.0111706	113.144
6300	7.3	0.2286	55.5	0.0111706	111.534
200	7.3	0.2286	39.6	0.0123481	130.989
250	7.3	0.2286	39.6	0.0123481	131.889
315	7.3	0.2286	39.6	0.0123481	132.149
400	7.3	0.2286	39.6	0.0123481	132.039
500	7.3	0.2286	39.6	0.0123481	130.299
630	7.3	0.2286	39.6	0.0123481	128.929
800	7.3	0.2286	39.6	0.0123481	126.299
1000	7.3	0.2286	39.6	0.0123481	122.539
1250	7.3	0.2286	39.6	0.0123481	123.189
1600	7.3	0.2286	39.6	0.0123481	121.059
2000	7.3	0.2286	39.6	0.0123481	117.809
2500	7.3	0.2286	39.6	0.0123481	116.559
3150	7.3	0.2286	39.6	0.0123481	114.309
4000	7.3	0.2286	39.6	0.0123481	114.079
5000	7.3	0.2286	39.6	0.0123481	111.959
6300	7.3	0.2286	39.6	0.0123481	110.839
200	7.3	0.2286	31.7	0.0132672	128.679
250	7.3	0.2286	31.7	0.0132672	130.089
315	7.3	0.2286	31.7	0.0132672	130.239
400	7.3	0.2286	31.7	0.0132672	130.269
500	7.3	0.2286	31.7	0.0132672	128.169
630	7.3	0.2286	31.7	0.0132672	126.189
800	7.3	0.2286	31.7	0.0132672	123.209
1000	7.3	0.2286	31.7	0.0132672	119.099
1250	7.3	0.2286	31.7	0.0132672	120.509
1600	7.3	0.2286	31.7	0.0132672	119.039
2000	7.3	0.2286	31.7	0.0132672	115.309
2500	7.3	0.2286	31.7	0.0132672	114.709
3150	7.3	0.2286	31.7	0.0132672	113.229
4000	7.3	0.2286	31.7	0.0132672	112.639
5000	7.3	0.2286	31.7	0.0132672	111.029
6300	7.3	0.2286	31.7	0.0132672	110.689
800	0	0.1524	71.3	0.0015988	125.817
1000	0	0.1524	71.3	0.0015988	127.307
1250	0	0.1524	71.3	0.0015988	128.927
1600	0	0.1524	71.3	0.0015988	129.667
2000	0	0.1524	71.3	0.0015988	128.647
2500	0	0.1524	71.3	0.0015988	128.127
3150	0	0.1524	71.3	0.0015988	129.377
4000	0	0.1524	71.3	0.0015988	128.857
5000	0	0.1524	71.3	0.0015988	126.457
6300	0	0.1524	71.3	0.0015988	125.427
8000	0	0.1524	71.3	0.0015988	122.527
10000	0	0.1524	71.3	0.0015988	120.247
12500	0	0.1524	71.3	0.0015988	117.087
16000	0	0.1524	71.3	0.0015988	113.297
500	0	0.1524	55.5	0.00172668	120.573
630	0	0.1524	55.5	0.00172668	123.583
800	0	0.1524	55.5	0.00172668	126.713
1000	0	0.1524	55.5	0.00172668	128.583
1250	0	0.1524	55.5	0.00172668	129.953
1600	0	0.1524	55.5	0.00172668	130.183
2000	0	0.1524	55.5	0.00172668	129.673
2500	0	0.1524	55.5	0.00172668	127.763
3150	0	0.1524	55.5	0.00172668	127.753
4000	0	0.1524	55.5	0.00172668	127.233
5000	0	0.1524	55.5	0.00172668	125.203
6300	0	0.1524	55.5	0.00172668	123.303
8000	0	0.1524	55.5	0.00172668	121.903
10000	0	0.1524	55.5	0.00172668	119.253
12500	0	0.1524	55.5	0.00172668	117.093
16000	0	0.1524	55.5	0.00172668	112.803
500	0	0.1524	39.6	0.00193287	119.513
630	0	0.1524	39.6	0.00193287	124.403
800	0	0.1524	39.6	0.00193287	127.903
1000	0	0.1524	39.6	0.00193287	130.033
1250	0	0.1524	39.6	0.00193287	131.023
1600	0	0.1524	39.6	0.00193287	131.013
2000	0	0.1524	39.6	0.00193287	129.633
2500	0	0.1524	39.6	0.00193287	126.863
3150	0	0.1524	39.6	0.00193287	125.603
4000	0	0.1524	39.6	0.00193287	125.343
5000	0	0.1524	39.6	0.00193287	123.453
6300	0	0.1524	39.6	0.00193287	121.313
8000	0	0.1524	39.6	0.00193287	120.553
10000	0	0.1524	39.6	0.00193287	115.413
500	0	0.1524	31.7	0.00209405	121.617
630	0	0.1524	31.7	0.00209405	125.997
800	0	0.1524	31.7	0.00209405	129.117
1000	0	0.1524	31.7	0.00209405	130.987
1250	0	0.1524	31.7	0.00209405	131.467
1600	0	0.1524	31.7	0.00209405	130.817
2000	0	0.1524	31.7	0.00209405	128.907
2500	0	0.1524	31.7	0.00209405	125.867
3150	0	0.1524	31.7	0.00209405	124.207
4000	0	0.1524	31.7	0.00209405	123.807
5000	0	0.1524	31.7	0.00209405	122.397
6300	0	0.1524	31.7	0.00209405	119.737
8000	0	0.1524	31.7	0.00209405	117.957
630	2.7	0.1524	71.3	0.00243851	127.404
800	2.7	0.1524	71.3	0.00243851	127.394
1000	2.7	0.1524	71.3	0.00243851	128.774
1250	2.7	0.1524	71.3	0.00243851	130.144
1600	2.7	0.1524	71.3	0.00243851	130.644
2000	2.7	0.1524	71.3	0.00243851	130.114
2500	2.7	0.1524	71.3	0.00243851	128.334
3150	2.7	0.1524	71.3	0.00243851	127.054
4000	2.7	0.1524	71.3	0.00243851	126.534
5000	2.7	0.1524	71.3	0.00243851	124.364
6300	2.7	0.1524	71.3	0.00243851	121.944
8000	2.7	0.1524	71.3	0.00243851	120.534
10000	2.7	0.1524	71.3	0.00243851	116.724
12500	2.7	0.1524	71.3	0.00243851	113.034
16000	2.7	0.1524	71.3	0.00243851	110.364
500	2.7	0.1524	39.6	0.00294804	121.009
630	2.7	0.1524	39.6	0.00294804	125.809
800	2.7	0.1524	39.6	0.00294804	128.829
1000	2.7	0.1524	39.6	0.00294804	130.589
1250	2.7	0.1524	39.6	0.00294804	130.829
1600	2.7	0.1524	39.6	0.00294804	130.049
2000	2.7	0.1524	39.6	0.00294804	128.139
2500	2.7	0.1524	39.6	0.00294804	125.589
3150	2.7	0.1524	39.6	0.00294804	122.919
4000	2.7	0.1524	39.6	0.00294804	121.889
5000	2.7	0.1524	39.6	0.00294804	121.499
6300	2.7	0.1524	39.6	0.00294804	119.209
8000	2.7	0.1524	39.6	0.00294804	116.659
10000	2.7	0.1524	39.6	0.00294804	112.589
12500	2.7	0.1524	39.6	0.00294804	108.649
400	5.4	0.1524	71.3	0.00401199	124.121
500	5.4	0.1524	71.3	0.00401199	126.291
630	5.4	0.1524	71.3	0.00401199	128.971
800	5.4	0.1524	71.3	0.00401199	131.281
1000	5.4	0.1524	71.3	0.00401199	133.201
1250	5.4	0.1524	71.3	0.00401199	134.111
1600	5.4	0.1524	71.3	0.00401199	133.241
2000	5.4	0.1524	71.3	0.00401199	131.111
2500	5.4	0.1524	71.3	0.00401199	127.591
3150	5.4	0.1524	71.3	0.00401199	123.311
4000	5.4	0.1524	71.3	0.00401199	121.431
5000	5.4	0.1524	71.3	0.00401199	120.061
6300	5.4	0.1524	71.3	0.00401199	116.411
400	5.4	0.1524	55.5	0.00433288	126.807
500	5.4	0.1524	55.5	0.00433288	129.367
630	5.4	0.1524	55.5	0.00433288	131.807
800	5.4	0.1524	55.5	0.00433288	133.097
1000	5.4	0.1524	55.5	0.00433288	132.127
1250	5.4	0.1524	55.5	0.00433288	130.777
1600	5.4	0.1524	55.5	0.00433288	130.567
2000	5.4	0.1524	55.5	0.00433288	128.707
2500	5.4	0.1524	55.5	0.00433288	124.077
3150	5.4	0.1524	55.5	0.00433288	121.587
4000	5.4	0.1524	55.5	0.00433288	119.737
5000	5.4	0.1524	55.5	0.00433288	118.757
6300	5.4	0.1524	55.5	0.00433288	117.287
8000	5.4	0.1524	55.5	0.00433288	114.927
315	5.4	0.1524	39.6	0.00485029	125.347
400	5.4	0.1524	39.6	0.00485029	127.637
500	5.4	0.1524	39.6	0.00485029	129.937
630	5.4	0.1524	39.6	0.00485029	132.357
800	5.4	0.1524	39.6	0.00485029	132.757
1000	5.4	0.1524	39.6	0.00485029	130.507
